customer_id,age,annual_income_usd,product_category,product_price_usd,purchase_date,store_id,store_location,payment_method,discount_percent,product_cost_usd,foot_traffic,qty,competitor_price_usd,full_name,gender,year_opened,is_favorite,purchase_id,product_id,visit_date,purchased_product_price_usd,store_chain_name
306,19,44743.0,Clothing,222.52,2023-05-03,67,Houston,Online Transfer,0,222.52,403,73,264.59,Stephen Williams,M,2000,1,603,734,2023-05-03,222.52,QuickCart
307,30,134717.0,Clothing,778.47,2021-07-30,53,San Jose,Credit Card,18,638.35,698,72,809.44,Dominic Fox,M,1994,1,552,218,2021-07-28,778.47,SuperSavings
308,32,24380.0,Home & Kitchen,158.9,2022-05-03,16,Los Angeles,Debit Card,0,158.9,608,27,135.65,David Byrd,M,1993,0,601,69,2022-05-03,158.9,ShopNGo
309,33,44844.0,Home & Kitchen,791.71,2021-09-19,75,Phoenix,Cash,24,601.7,710,76,669.43,Donald White,M,1997,0,920,788,2021-09-17,791.71,GoShop
310,29,38764.0,Groceries,725.66,2022-09-23,16,Dallas,Mobile Payment,18,595.04,473,37,723.44,Mark Clarke,M,2009,0,460,981,2022-09-22,725.66,ShopNGo
311,46,89659.0,Groceries,314.77,2022-05-07,62,Los Angeles,Debit Card,0,314.77,768,1,355.08,Mr. Michael Cruz DDS,M,2019,1,813,369,2022-05-03,314.77,AllMart
312,34,58337.0,Groceries,402.48,2020-08-11,97,Houston,Mobile Payment,22,313.93,534,52,391.57,Calvin Mcknight,X,2020,1,342,779,2020-08-08,402.48,EasyBuy
313,60,112122.0,Electronics,564.97,2021-04-11,76,San Jose,Online Transfer,18,463.28,647,72,458.72,Katie Miles,F,1996,0,85,434,2021-04-08,564.97,ShopZone
314,19,107099.0,Books,208.01,2023-04-10,89,New York,Credit Card,0,208.01,926,56,184.65,Michael Savage,M,2002,0,272,236,2023-04-08,208.01,MarketPrime
315,44,90480.0,Health & Beauty,423.36,2020-11-22,9,Houston,Debit Card,0,423.36,200,34,478.45,Jeremy Brooks,M,2014,1,796,169,2020-11-18,423.36,GlobalMart
316,63,115209.0,Home & Kitchen,908.1,2021-12-19,82,Los Angeles,Debit Card,0,908.1,936,6,934.94,Michael Williams,M,2017,1,56,306,2021-12-15,908.1,MegaShops
317,61,49120.0,Home & Kitchen,56.68,2020-12-16,71,Philadelphia,Cash,27,41.38,526,16,54.88,Cassidy House,F,2011,1,932,871,2020-12-14,56.68,PrimeShops
318,20,72876.0,Home & Kitchen,164.59,2023-05-25,86,Chicago,Cash,17,136.61,316,15,166.42,Brad Howe,M,1998,1,700,154,2023-05-21,164.59,ShopWave
319,51,31487.0,Health & Beauty,79.8,2021-04-30,93,Dallas,Cash,0,79.8,817,67,70.42,Jeff Powell,M,2022,1,804,390,2021-04-26,79.8,CityShop
320,61,133257.0,Health & Beauty,449.53,2022-04-07,7,New York,Credit Card,30,314.67,612,44,421.19,Allen Velasquez,M,2008,0,893,616,2022-04-04,449.53,SaveMore
321,55,75448.0,Health & Beauty,608.6,2022-12-20,91,Philadelphia,Mobile Payment,0,608.6,903,10,726.45,Nathan Bonilla,M,2018,0,292,960,2022-12-19,608.6,SuperDeal
322,51,65113.0,Groceries,702.36,2022-11-04,55,Houston,Credit Card,12,618.08,450,29,819.61,Tiffany Mcintosh,F,2017,1,506,682,2022-11-04,702.36,NextBuy
323,43,130346.0,Clothing,195.66,2022-02-12,26,Dallas,Online Transfer,17,162.4,912,100,227.38,Kathryn Doyle,F,2013,1,578,734,2022-02-08,195.66,SmartBuy
324,58,77892.0,Home & Kitchen,993.29,2021-02-05,32,Phoenix,Credit Card,12,874.1,327,71,891.83,Ricky Clark,M,2021,0,817,707,2021-02-01,993.29,QuickShop
325,42,139467.0,Electronics,670.01,2020-10-06,74,Dallas,Debit Card,12,589.61,811,3,566.08,Amy Mckinney,F,1993,1,241,317,2020-10-02,670.01,SaveShop
326,32,49959.0,Electronics,862.5,2021-12-16,78,San Diego,Online Transfer,12,759.0,181,71,904.18,Mark Fisher,M,1990,0,122,59,2021-12-14,862.5,SuperZone
327,66,76680.0,Clothing,553.47,2021-09-16,22,San Diego,Mobile Payment,12,487.05,491,49,463.49,Jennifer Rodriguez,F,2012,0,44,787,2021-09-12,553.47,MarketHaven
328,18,90225.0,Books,968.78,2023-02-18,93,New York,Cash,0,968.78,206,6,1104.13,Jasmine Taylor,F,2016,0,599,270,2023-02-14,968.78,CityShop
329,58,118979.0,Clothing,305.74,2023-05-14,33,Houston,Debit Card,0,305.74,242,5,347.37,Rachel Manning,F,2005,0,974,205,2023-05-13,305.74,ValueCart
330,47,129604.0,Health & Beauty,748.0,2021-12-26,94,Los Angeles,Debit Card,0,748.0,600,46,858.11,Daniel Martin,M,2008,1,737,99,2021-12-25,748.0,MegaChoice
331,66,147646.0,Books,924.95,2020-09-14,95,San Jose,Online Transfer,5,878.7,472,0,873.74,Monica Curtis,F,2000,0,189,699,2020-09-11,924.95,QuickGoods
332,51,81000.0,Electronics,989.55,2022-11-04,48,San Diego,Debit Card,24,752.06,113,6,819.31,Derrick Coleman,X,1999,1,333,493,2022-11-04,989.55,HypeMart
333,45,77787.0,Electronics,50.77,2023-06-20,60,Philadelphia,Debit Card,0,50.77,66,68,57.36,Christopher Arellano,M,2012,1,778,265,2023-06-18,50.77,ShoppersWorld
334,51,144164.0,Groceries,195.67,2023-01-19,42,Chicago,Debit Card,0,195.67,944,64,160.99,Thomas Randall,M,2014,1,120,785,2023-01-16,195.67,BudgetMart
335,48,73938.0,Clothing,555.19,2022-09-30,70,Phoenix,Mobile Payment,0,555.19,539,63,653.28,Gabriel Cole,X,2006,1,533,583,2022-09-28,555.19,FastChoice
336,46,143485.0,Books,65.65,2022-04-01,33,Phoenix,Cash,24,49.89,178,71,56.77,Marie Ortiz,F,2018,1,883,66,2022-04-01,65.65,ValueCart
337,39,26286.0,Home & Kitchen,796.54,2021-06-23,30,Phoenix,Mobile Payment,12,700.96,635,74,740.03,Francisco Wood,M,2011,1,36,177,2021-06-22,796.54,BigBasket
338,47,141407.0,Electronics,592.44,2022-12-10,66,Chicago,Debit Card,0,592.44,367,57,569.97,Perry Elliott,M,2007,0,801,698,2022-12-08,592.44,EasyShop
339,32,31829.0,Clothing,210.48,2021-06-08,3,San Diego,Credit Card,0,210.48,100,3,235.68,Jacob Fuller,M,2023,1,718,581,2021-06-04,210.48,FreshMarket
340,41,72438.0,Home & Kitchen,122.56,2022-09-20,27,New York,Mobile Payment,7,113.98,64,37,118.03,Andrew Erickson,M,2000,0,877,272,2022-09-16,122.56,ValueHub
341,63,37282.0,Electronics,141.43,2020-10-29,45,Phoenix,Credit Card,18,115.97,718,14,148.63,Michelle Smith,F,2007,0,832,668,2020-10-26,141.43,MarketQuick
342,23,33373.0,Electronics,109.09,2020-08-03,44,Los Angeles,Credit Card,9,99.27,707,59,101.96,Donna Ortiz,F,1994,0,16,668,2020-08-03,109.09,QuickMart
343,37,86201.0,Books,105.54,2023-02-11,2,Los Angeles,Debit Card,10,94.99,159,63,103.89,Christy Pierce,F,1992,1,830,328,2023-02-07,105.54,QuickBuy
344,31,48205.0,Home & Kitchen,544.64,2022-09-20,37,San Antonio,Credit Card,10,490.18,477,14,441.84,Jasmine Travis,F,2018,0,691,654,2022-09-18,544.64,GoMart
345,46,60680.0,Home & Kitchen,227.13,2020-07-25,98,Chicago,Mobile Payment,7,211.23,513,13,259.37,Tammy Davis,F,2000,1,105,253,2020-07-24,227.13,AllPrime
346,25,127938.0,Health & Beauty,326.64,2022-09-02,20,Phoenix,Mobile Payment,0,326.64,901,45,353.49,Michelle Macdonald,F,1997,1,916,379,2022-09-02,326.64,StoreX
347,32,42940.0,Groceries,959.49,2021-02-28,38,Houston,Online Transfer,0,959.49,58,99,1010.91,Alan Everett,M,2000,1,266,879,2021-02-27,959.49,MegaBuy
348,42,105911.0,Groceries,753.91,2022-11-16,67,Phoenix,Online Transfer,6,708.68,978,75,795.2,Michelle Williams,F,2019,0,756,675,2022-11-12,753.91,QuickCart
349,36,68548.0,Groceries,364.19,2023-03-27,42,San Diego,Online Transfer,11,324.13,361,49,368.98,Julie Wagner,F,2016,1,198,393,2023-03-26,364.19,BudgetMart
350,42,32925.0,Groceries,56.37,2021-02-28,15,San Jose,Mobile Payment,14,48.48,503,74,53.27,Jasmine Estrada,F,2008,1,744,796,2021-02-25,56.37,EasyCart
351,47,117553.0,Clothing,977.16,2022-08-11,97,San Jose,Credit Card,0,977.16,482,84,861.28,Donald Estrada,M,1994,1,890,902,2022-08-08,977.16,EasyBuy
352,26,56225.0,Health & Beauty,574.04,2021-08-18,8,San Jose,Debit Card,0,574.04,189,87,617.79,Joseph Shelton,M,1996,0,108,789,2021-08-17,574.04,EcoShops
353,20,89847.0,Electronics,997.97,2022-04-02,77,San Diego,Cash,12,878.21,672,25,1143.29,Heather Gonzalez,F,2017,0,976,367,2022-04-02,997.97,ValuePrime
354,55,141083.0,Electronics,902.96,2023-07-13,80,San Jose,Online Transfer,0,902.96,781,98,811.84,Joseph Rangel,M,1991,0,663,819,2023-07-09,902.96,DealMart
355,23,55571.0,Home & Kitchen,682.16,2023-05-17,72,Houston,Cash,17,566.19,563,42,591.67,David Crawford,M,2009,1,54,430,2023-05-16,682.16,RetailPrime
356,24,72683.0,Books,64.2,2020-12-28,80,Dallas,Online Transfer,0,64.2,342,61,57.57,Wendy Griffin,F,2015,0,40,20,2020-12-24,64.2,DealMart
357,25,74057.0,Health & Beauty,889.9,2022-10-07,40,Chicago,Cash,29,631.83,771,90,830.12,Curtis Stone,M,2021,0,606,750,2022-10-05,889.9,ShoppersMart
358,69,52310.0,Home & Kitchen,201.36,2022-05-27,30,Chicago,Credit Card,2,197.33,673,32,205.65,Brian Thomas,X,2007,0,110,295,2022-05-23,201.36,BigBasket
359,39,110331.0,Groceries,201.23,2020-09-30,21,Chicago,Online Transfer,5,191.17,278,18,233.09,Benjamin Medina,M,1995,1,43,195,2020-09-26,201.23,HappyMart
360,49,37498.0,Home & Kitchen,210.5,2023-01-16,11,Phoenix,Debit Card,11,187.34,667,69,195.43,Luis Brown,M,2001,0,244,177,2023-01-12,210.5,PrimeGoods
361,52,55746.0,Clothing,29.88,2022-11-26,65,San Antonio,Cash,30,20.92,356,52,35.68,Erika Jones,F,1996,1,5,192,2022-11-25,29.88,HappyStore
362,66,33766.0,Health & Beauty,746.77,2021-01-30,11,New York,Mobile Payment,14,642.22,385,49,734.95,Ashley Wheeler,F,2012,0,738,38,2021-01-28,746.77,PrimeGoods
363,33,33478.0,Clothing,597.31,2022-12-24,68,Phoenix,Debit Card,5,567.44,512,69,710.63,Carla Cruz,F,1999,0,137,419,2022-12-20,597.31,FreshShops
364,62,71737.0,Books,982.14,2022-04-15,68,San Antonio,Credit Card,30,687.5,291,69,802.71,Brittany Escobar,F,2004,1,478,444,2022-04-14,982.14,FreshShops
365,42,20374.0,Electronics,519.34,2022-10-26,47,New York,Online Transfer,0,519.34,210,65,481.77,Jasmin Castillo,F,2012,0,448,100,2022-10-22,519.34,BuySmart
366,63,92868.0,Books,342.73,2020-12-07,66,Houston,Online Transfer,0,342.73,143,17,387.03,James Phillips,M,2008,1,504,144,2020-12-06,342.73,EasyShop
367,30,53492.0,Home & Kitchen,305.77,2022-06-05,34,San Diego,Mobile Payment,0,305.77,827,88,363.86,Joseph Wood,M,2005,1,246,58,2022-06-04,305.77,RetailHaven
368,54,39189.0,Home & Kitchen,371.0,2021-06-05,34,Los Angeles,Credit Card,0,371.0,698,64,413.36,Natalie Willis,F,2013,0,32,253,2021-06-04,371.0,RetailHaven
369,62,119340.0,Books,373.13,2021-08-25,28,Los Angeles,Credit Card,23,287.31,879,10,334.68,Michael Cruz,M,2012,0,267,4,2021-08-24,373.13,MegaMart
370,36,128468.0,Clothing,267.01,2020-11-17,92,San Antonio,Credit Card,0,267.01,848,6,254.39,Colin Cunningham,M,1997,0,140,596,2020-11-14,267.01,SmartCart
371,22,147808.0,Groceries,321.12,2020-07-25,84,New York,Debit Card,22,250.47,733,11,295.3,Christian Robinson,M,1998,0,843,569,2020-07-24,321.12,RetailMax
372,55,22029.0,Health & Beauty,407.64,2021-02-20,4,Los Angeles,Debit Card,0,407.64,456,100,387.02,Christina Olson,F,2021,0,751,948,2021-02-18,407.64,ValueMart
373,50,52557.0,Home & Kitchen,721.32,2021-06-04,7,Dallas,Credit Card,17,598.7,195,0,815.12,Jermaine Kramer,M,1994,0,438,154,2021-06-04,721.32,SaveMore
374,20,21698.0,Health & Beauty,137.98,2021-06-17,71,New York,Debit Card,0,137.98,559,33,126.26,Claudia Martin,F,2022,0,938,41,2021-06-15,137.98,PrimeShops
375,42,67316.0,Electronics,403.76,2023-05-27,39,Los Angeles,Credit Card,0,403.76,992,84,339.06,Grant Williams,M,2007,1,499,457,2023-05-24,403.76,StoreWorld
376,25,85641.0,Clothing,545.48,2022-02-20,46,Phoenix,Credit Card,0,545.48,963,19,647.46,Kyle Martinez,M,2003,0,39,137,2022-02-16,545.48,AllShop
377,56,31217.0,Groceries,580.04,2022-09-23,43,Phoenix,Mobile Payment,21,458.23,785,74,519.18,Dawn Banks,F,2003,0,421,278,2022-09-20,580.04,FastBuy
378,45,97204.0,Home & Kitchen,139.58,2023-02-07,56,Houston,Credit Card,0,139.58,423,91,158.08,Benjamin Rodriguez,M,2012,1,844,949,2023-02-04,139.58,ShopPrime
379,50,136685.0,Home & Kitchen,779.31,2020-12-02,11,Dallas,Debit Card,4,748.14,207,86,737.79,Joshua Holt,M,1992,0,889,676,2020-12-02,779.31,PrimeGoods
380,66,36651.0,Electronics,303.92,2022-06-12,97,Phoenix,Debit Card,10,273.53,804,79,322.84,Christine Kirk,F,2015,1,332,794,2022-06-09,303.92,EasyBuy
381,42,43768.0,Electronics,621.05,2020-09-13,86,Houston,Cash,15,527.89,815,26,587.87,Thomas Tran,M,1995,1,519,761,2020-09-10,621.05,ShopWave
382,31,84121.0,Electronics,812.33,2022-08-28,73,New York,Online Transfer,11,722.97,239,49,738.24,Mark White,M,2001,0,535,352,2022-08-25,812.33,MegaDeal
383,69,56325.0,Home & Kitchen,989.97,2020-12-22,88,Houston,Credit Card,0,989.97,858,92,1156.43,Allison Jones,F,2008,0,423,439,2020-12-20,989.97,ValueX
384,26,66000.0,Home & Kitchen,355.29,2022-11-21,23,New York,Debit Card,0,355.29,419,29,393.53,Kristin Holder,X,1996,1,163,318,2022-11-19,355.29,AllGoods
385,69,61060.0,Groceries,959.89,2022-02-10,58,San Diego,Credit Card,13,835.1,649,86,824.47,Lawrence Fuentes,M,2004,0,619,182,2022-02-06,959.89,QuickPick
386,45,131374.0,Books,761.21,2022-08-12,61,New York,Mobile Payment,0,761.21,828,25,791.11,Richard Sherman,M,2000,0,270,438,2022-08-08,761.21,MaxMart
387,66,58611.0,Groceries,930.68,2022-05-12,49,Dallas,Credit Card,0,930.68,580,44,1092.04,Barbara Trevino,F,2009,0,797,248,2022-05-08,930.68,UltraStore
388,27,81875.0,Clothing,886.54,2022-12-17,3,Houston,Debit Card,5,842.21,638,92,739.38,Tracy Moss,F,2006,1,513,783,2022-12-15,886.54,FreshMarket
389,54,26270.0,Electronics,627.53,2023-06-24,20,San Diego,Mobile Payment,0,627.53,596,24,704.9,Molly Gallegos,F,1995,0,554,817,2023-06-21,627.53,StoreX
390,51,127708.0,Electronics,481.76,2022-08-03,60,Los Angeles,Debit Card,1,476.94,85,14,543.89,Jessica Anderson,F,1994,1,770,112,2022-08-03,481.76,ShoppersWorld
391,61,125703.0,Health & Beauty,957.16,2021-11-11,44,San Diego,Credit Card,11,851.87,817,90,954.0,Ann Ramirez,F,1996,0,995,39,2021-11-09,957.16,QuickMart
392,32,145488.0,Electronics,491.27,2021-01-01,1,San Jose,Debit Card,9,447.06,630,1,428.43,Teresa Butler,F,1998,1,675,347,2021-01-01,491.27,ShopEase
393,27,71573.0,Health & Beauty,550.76,2021-11-07,30,Phoenix,Mobile Payment,27,402.05,584,0,577.83,Deanna Collins,F,2011,0,500,896,2021-11-05,550.76,BigBasket
394,40,141732.0,Books,114.95,2020-11-23,8,San Jose,Online Transfer,21,90.81,831,17,112.3,Norma Johnson,F,1996,0,494,292,2020-11-22,114.95,EcoShops
395,62,50927.0,Clothing,757.52,2021-01-19,82,Los Angeles,Debit Card,10,681.77,914,88,637.57,Michael Gordon,X,2017,1,479,181,2021-01-15,757.52,MegaShops
396,49,142944.0,Home & Kitchen,196.1,2023-06-27,17,New York,Online Transfer,0,196.1,350,9,209.9,Robert Sawyer,M,2014,1,575,946,2023-06-24,196.1,BestChoice
397,37,123142.0,Groceries,430.7,2022-12-29,21,Dallas,Mobile Payment,10,387.63,650,96,441.05,Erica Parker,F,2003,0,93,545,2022-12-27,430.7,HappyMart
398,27,118796.0,Groceries,39.13,2023-01-21,19,San Antonio,Mobile Payment,10,35.22,826,29,42.79,Samantha Lindsey,F,2008,0,831,662,2023-01-17,39.13,FreshDeals
399,50,125931.0,Electronics,801.89,2020-11-25,72,New York,Mobile Payment,0,801.89,775,83,683.54,Lawrence Schneider,M,2021,1,293,261,2020-11-22,801.89,RetailPrime
400,32,48564.0,Clothing,619.24,2023-05-17,84,Philadelphia,Credit Card,0,619.24,321,13,595.57,Russell Osborne,M,1994,1,768,575,2023-05-13,619.24,RetailMax
401,58,77470.0,Health & Beauty,149.9,2020-12-16,43,New York,Debit Card,0,149.9,973,2,141.4,Wendy Evans,F,1999,1,265,587,2020-12-13,149.9,FastBuy
402,46,148085.0,Electronics,952.11,2023-02-05,26,Phoenix,Debit Card,0,952.11,471,98,837.71,Kristen Vega,F,1991,1,13,517,2023-02-01,952.11,SmartBuy
403,41,120841.0,Groceries,811.53,2023-02-10,58,San Diego,Cash,0,811.53,58,32,728.45,Brandy Mata,F,2004,1,299,857,2023-02-06,811.53,QuickPick
404,62,118602.0,Home & Kitchen,823.89,2021-08-30,52,San Jose,Cash,0,823.89,848,43,772.2,Daniel Sims,M,2010,0,118,955,2021-08-28,823.89,BestDeals
405,40,76425.0,Home & Kitchen,890.74,2023-02-07,82,Los Angeles,Mobile Payment,0,890.74,560,80,800.39,Kimberly Hammond,F,2017,1,787,597,2023-02-04,890.74,MegaShops
406,56,88384.0,Groceries,895.6,2020-12-27,42,Houston,Debit Card,0,895.6,360,61,900.94,Justin Smith,M,1993,1,926,532,2020-12-24,895.6,BudgetMart
407,31,80328.0,Groceries,763.23,2021-08-25,93,New York,Debit Card,0,763.23,269,92,614.82,Jill Richardson,F,2016,0,170,248,2021-08-22,763.23,CityShop
408,54,50921.0,Home & Kitchen,953.58,2022-11-18,69,Los Angeles,Online Transfer,0,953.58,711,21,1074.85,Erik Williams,M,2017,0,440,348,2022-11-15,953.58,GlobalDeals
409,37,101433.0,Groceries,880.25,2023-02-24,70,San Jose,Cash,0,880.25,921,74,1030.38,Katherine Andrade,F,2010,1,229,857,2023-02-23,880.25,FastChoice
410,24,90051.0,Groceries,157.89,2020-10-03,16,New York,Debit Card,16,132.63,264,79,157.3,Joseph Taylor,M,2003,0,873,690,2020-10-03,157.89,ShopNGo
411,25,111047.0,Books,504.36,2021-10-09,65,San Jose,Debit Card,8,464.01,989,77,590.8,Helen Smith,F,2012,1,576,553,2021-10-08,504.36,HappyStore
412,50,126852.0,Electronics,416.98,2023-03-16,59,Houston,Credit Card,3,404.47,624,40,385.19,Joseph Mitchell,M,1994,0,944,183,2023-03-13,416.98,PrimeCart
413,54,102103.0,Electronics,141.47,2021-06-12,38,Phoenix,Online Transfer,0,141.47,899,36,153.45,Heather Schmidt,F,1998,1,261,524,2021-06-11,141.47,MegaBuy
414,22,48005.0,Home & Kitchen,692.42,2022-08-01,90,Houston,Online Transfer,15,588.56,175,60,640.43,Alexandra Paul,F,2011,1,569,304,2022-08-01,692.42,ShopVibe
415,70,66709.0,Books,198.46,2021-06-19,27,San Antonio,Cash,1,196.48,904,81,202.19,James Hunt,M,2005,1,391,222,2021-06-15,198.46,ValueHub
416,63,89782.0,Home & Kitchen,575.64,2023-02-28,26,San Antonio,Debit Card,2,564.13,377,48,536.03,Albert Ellis,M,2009,1,182,353,2023-02-24,575.64,SmartBuy
417,46,46754.0,Books,282.44,2021-11-18,79,San Antonio,Online Transfer,0,282.44,601,73,338.54,Leah Meyer,F,2021,1,851,950,2021-11-15,282.44,FreshBuy
418,49,51870.0,Groceries,867.43,2022-07-15,5,Dallas,Debit Card,0,867.43,495,34,830.26,Elizabeth Rodriguez,F,2016,0,807,738,2022-07-13,867.43,UrbanGoods
419,24,123794.0,Home & Kitchen,116.17,2022-05-30,51,Houston,Online Transfer,0,116.17,949,82,122.8,Joshua Cain,M,2002,1,789,724,2022-05-29,116.17,ExpressMart
420,20,21281.0,Electronics,49.35,2021-01-24,34,San Diego,Online Transfer,0,49.35,902,77,44.95,Stephanie Mcdonald,F,2005,1,125,692,2021-01-20,49.35,RetailHaven
421,52,97616.0,Groceries,13.01,2023-06-03,11,New York,Debit Card,22,10.15,868,8,13.77,Tina Edwards,F,2012,0,531,278,2023-06-03,13.01,PrimeGoods
422,19,127566.0,Electronics,802.68,2021-09-26,25,Philadelphia,Debit Card,0,802.68,487,45,941.18,Alyssa King,F,2018,0,347,355,2021-09-22,802.68,PrimeBuy
423,43,52839.0,Clothing,20.93,2022-12-29,73,New York,Mobile Payment,0,20.93,376,45,18.77,Eric Everett,M,2001,0,628,339,2022-12-28,20.93,MegaDeal
424,65,116472.0,Books,814.16,2022-01-24,75,San Antonio,Credit Card,0,814.16,731,74,845.25,Alex Wells,M,2005,0,773,544,2022-01-20,814.16,GoShop
425,63,83427.0,Health & Beauty,521.85,2021-04-19,67,Philadelphia,Online Transfer,3,506.19,324,48,486.37,April Chang,F,2004,1,511,361,2021-04-17,521.85,QuickCart
426,38,141519.0,Electronics,262.97,2023-06-24,15,Philadelphia,Online Transfer,26,194.6,586,49,228.24,Steven Ray,M,2001,1,953,891,2023-06-21,262.97,EasyCart
427,57,22165.0,Clothing,446.12,2020-11-10,52,Phoenix,Online Transfer,0,446.12,136,32,358.23,Harry Hoover,M,1999,1,282,464,2020-11-08,446.12,BestDeals
428,28,149982.0,Electronics,453.15,2022-12-13,77,Chicago,Mobile Payment,5,430.49,418,83,505.43,Alex Hayden,M,2009,0,828,525,2022-12-11,453.15,ValuePrime
429,19,55060.0,Books,691.29,2022-07-06,16,Philadelphia,Debit Card,0,691.29,255,17,718.23,Lisa Medina,F,2014,0,948,900,2022-07-05,691.29,ShopNGo
430,29,44426.0,Groceries,428.53,2021-01-12,60,Dallas,Debit Card,13,372.82,876,26,435.92,Mark Lewis,M,2019,0,550,785,2021-01-08,428.53,ShoppersWorld
431,62,46196.0,Groceries,824.4,2021-05-20,39,Dallas,Debit Card,4,791.42,88,47,832.31,Amy Williams,F,1990,1,583,706,2021-05-18,824.4,StoreWorld
432,65,85615.0,Health & Beauty,358.49,2023-04-13,90,San Antonio,Credit Card,14,308.3,573,20,384.98,Melissa Gonzales,F,1996,1,593,39,2023-04-10,358.49,ShopVibe
433,63,64186.0,Clothing,235.51,2020-11-20,4,Phoenix,Debit Card,0,235.51,151,80,257.2,Thomas Carroll,M,1996,0,466,850,2020-11-18,235.51,ValueMart
434,65,53977.0,Groceries,293.3,2021-09-27,84,New York,Cash,3,284.5,354,5,242.93,James Warren,M,1998,1,253,996,2021-09-24,293.3,RetailMax
435,67,28094.0,Electronics,465.08,2021-12-31,30,San Diego,Cash,13,404.62,150,95,455.81,Christopher Berry,M,1999,1,667,329,2021-12-27,465.08,BigBasket
436,22,76918.0,Electronics,933.09,2021-09-19,20,San Antonio,Cash,0,933.09,829,0,806.33,William Norris,M,2007,1,825,958,2021-09-17,933.09,StoreX
437,67,47159.0,Home & Kitchen,728.28,2020-08-16,71,Phoenix,Online Transfer,0,728.28,879,74,705.76,Amy Smith,F,2018,0,167,860,2020-08-13,728.28,PrimeShops
438,44,84153.0,Electronics,882.0,2022-02-13,4,San Diego,Debit Card,0,882.0,109,100,946.33,David Edwards,M,2017,1,211,863,2022-02-10,882.0,ValueMart
439,69,105777.0,Health & Beauty,421.55,2021-02-04,3,New York,Online Transfer,0,421.55,422,90,445.61,Jimmy Rojas,M,2016,1,573,402,2021-02-04,421.55,FreshMarket
440,47,147210.0,Health & Beauty,608.07,2022-11-25,52,Dallas,Debit Card,21,480.38,955,35,612.49,Jack Castillo,M,2003,0,688,186,2022-11-22,608.07,BestDeals
441,42,126555.0,Electronics,480.55,2021-07-27,36,Chicago,Online Transfer,18,394.05,813,92,574.57,Stacy Day DVM,F,2014,1,522,727,2021-07-25,480.55,GreatGoods
442,32,28850.0,Home & Kitchen,673.65,2021-09-28,35,Phoenix,Debit Card,0,673.65,686,55,778.35,Malik Thomas,M,1990,1,414,898,2021-09-26,673.65,FreshChoice
443,46,114893.0,Electronics,33.03,2022-11-08,32,San Jose,Mobile Payment,17,27.41,735,8,26.79,Teresa Gillespie,F,2008,1,10,283,2022-11-06,33.03,QuickShop
444,42,133988.0,Clothing,343.49,2021-02-24,78,Dallas,Mobile Payment,16,288.53,713,55,315.88,Dawn Garrett,F,2009,0,95,344,2021-02-22,343.49,SuperZone
445,21,125501.0,Clothing,914.26,2023-05-10,17,Chicago,Mobile Payment,17,758.84,101,52,1066.61,Jeffrey Sanchez,M,2010,1,207,664,2023-05-09,914.26,BestChoice
446,49,144113.0,Clothing,114.27,2023-02-28,47,San Jose,Debit Card,0,114.27,882,61,130.69,Gregory Robertson,M,2016,0,109,149,2023-02-24,114.27,BuySmart
447,32,99291.0,Books,534.53,2023-05-23,58,Chicago,Cash,0,534.53,721,94,604.19,Monica Lopez,F,1994,0,234,683,2023-05-20,534.53,QuickPick
448,25,141341.0,Home & Kitchen,914.89,2021-04-07,71,San Diego,Cash,0,914.89,681,95,751.01,Timothy Robinson,M,2012,1,277,837,2021-04-06,914.89,PrimeShops
449,50,95603.0,Health & Beauty,110.09,2020-09-23,97,New York,Cash,0,110.09,732,0,120.42,Beverly Lopez,X,2014,0,376,789,2020-09-20,110.09,EasyBuy
450,64,72574.0,Home & Kitchen,597.1,2022-08-20,98,San Diego,Mobile Payment,0,597.1,144,37,566.08,Kenneth Ochoa,M,2005,1,7,999,2022-08-18,597.1,AllPrime
451,66,70089.0,Home & Kitchen,552.25,2023-06-12,2,Los Angeles,Online Transfer,4,530.16,932,41,638.9,Ashley Nelson,F,1992,1,216,391,2023-06-10,552.25,QuickBuy
452,67,46060.0,Books,294.74,2022-09-29,45,Dallas,Mobile Payment,0,294.74,704,60,242.93,Jessica Floyd,F,2005,0,431,979,2022-09-26,294.74,MarketQuick
453,25,75738.0,Home & Kitchen,681.18,2023-03-09,21,Philadelphia,Cash,10,613.06,924,27,578.09,Alicia Smith,F,2003,0,132,445,2023-03-06,681.18,HappyMart
454,36,43553.0,Home & Kitchen,23.02,2021-07-25,23,San Jose,Online Transfer,20,18.42,152,86,24.85,Joel Johns,M,2018,0,92,584,2021-07-22,23.02,AllGoods
455,38,94138.0,Home & Kitchen,35.84,2021-09-30,69,Phoenix,Credit Card,0,35.84,192,7,35.08,Robert Carrillo,M,2011,0,854,152,2021-09-28,35.84,GlobalDeals
456,47,110603.0,Clothing,579.27,2021-11-03,17,Los Angeles,Cash,0,579.27,333,61,618.76,Kyle Lawrence,M,2020,1,385,362,2021-11-03,579.27,BestChoice
457,27,80119.0,Electronics,472.51,2023-03-02,36,San Antonio,Debit Card,0,472.51,445,10,514.27,Cristian Graves,M,1991,1,881,316,2023-03-02,472.51,GreatGoods
458,35,62789.0,Clothing,423.58,2022-03-01,33,Los Angeles,Cash,5,402.4,896,29,487.52,Antonio Figueroa,M,1996,0,706,726,2022-03-01,423.58,ValueCart
